year,month,day,hour,latitude,longitude,depth,mag
2018,2,7,18,47.5448,-92.6531,0,2.8
2018,2,7,16,36.0403,-97.8983,3.648,3.2
2018,2,7,15,36.0373,-97.8988,6.969,2.7
2018,2,7,14,47.0256,-112.9516,5,2.5
2018,2,7,13,38.2549,-118.7173,8.2,2.5
2018,2,7,11,37.2033,-97.816,5.65,3.1
2018,2,7,8,44.2413,-114.7337,5,2.5
2018,2,7,8,33.4856667,-116.7986667,4.2,2.61
2018,2,6,11,40.4936667,-124.6196667,27.73,2.55
2018,2,6,7,35.3922,-98.1094,6.662,2.5
2018,2,6,3,35.71,-119.2938333,17.82,2.76
2018,2,6,0,35.8561667,-120.0143333,11.68,2.72
2018,2,5,21,36.0347,-97.9055,6.92,2.6
2018,2,5,8,36.0355,-97.9032,6.871,3.2
2018,2,5,8,36.0325,-97.906,6.411,3.7
2018,2,5,6,36.041,-119.7465,22.46,3.48
2018,2,5,3,40.0273333,-122.8996667,-0.51,2.75
2018,2,5,1,42.0078333,-111.9628333,5.01,2.6
2018,2,4,23,37.53,-118.675,7.64,2.53
2018,2,4,22,45.1558333,-124.3488333,30.15,3.06
2018,2,4,20,43.8079,-105.3647,0,3.2
2018,2,4,14,35.4811667,-116.9606667,6.1,2.7
2018,2,4,13,40.0035,-117.1986,9.4,3.4
2018,2,4,11,36.9638,-99.3605,4.649,2.7
2018,2,4,9,34.6722,-97.4959,4.425,3.2
2018,2,4,6,48.6325,-123.1208333,12.69,3.09
2018,2,4,5,35.3987,-98.1165,5.921,2.6
2018,2,4,3,36.4786,-97.7393,3.745,2.7
2018,2,3,19,31.2425,-115.6168333,9.49,2.71
2018,2,3,18,36.3424,-98.0707,7.291,2.5
2018,2,2,23,37.5185,-118.539,11.75,2.57
2018,2,2,22,44.2802,-114.516,10,2.5
2018,2,2,21,43.6038,-105.3718,0,3
2018,2,2,21,36.1398333,-120.2271667,10.5,2.54
2018,2,2,20,43.7192,-105.2773,0,3.2
2018,2,2,18,43.7938,-105.3667,0,3.1
2018,2,2,15,35.7921667,-121.3451667,5.61,2.51
2018,2,2,9,36.2845,-97.509,7.003,2.5
2018,2,2,5,46.1592,-65.8483,2,2.6
2018,2,2,4,35.4563,-97.9823,5,2.5
2018,2,2,0,36.0725,-96.7656,4.71,2.5
2018,2,1,21,46.15,-65.84,2,2.6
2018,2,1,17,33.4828333,-116.7966667,4,2.96
2018,2,1,13,43.1373,-110.8479,5,3.5
2018,2,1,8,32.9281667,-115.528,11.54,2.58
2018,2,1,7,36.9368,-104.8158,2.92,2.7
2018,2,1,3,36.9634,-99.3585,4.47,2.7
2018,1,31,20,44.2894,-114.6485,10,2.5
2018,1,31,18,47.4114,-93.0578,0,3
2018,1,31,16,36.9518,-97.3671,8.065,2.5
2018,1,31,5,32.8366,-100.9478,5,2.7
2018,1,31,4,31.0466,-109.2363,14.15,3
2018,1,31,3,36.2355,-120.3733333,13.95,3.14
2018,1,30,20,36.6527,-99.0242,6.612,2.6
2018,1,30,19,36.9133333,-117.4233333,1.47,3.1
2018,1,30,15,38.808,-122.8195,1.43,2.81
2018,1,30,13,37.121,-121.5393333,4.31,2.55
2018,1,30,5,36.1879,-97.5279,7.967,2.6
2018,1,30,0,39.9647,-117.8989,1.2,2.5
2018,1,29,22,46.3973,-75.3136,18,3
2018,1,29,1,38.6792,-115.603,2.2,2.9
2018,1,29,0,42.5698,-111.453,5,2.6
2018,1,28,23,35.6599,-97.1619,4.553,2.7
2018,1,28,21,36.7984,-104.9687,5,3
2018,1,28,20,36.8544,-97.4305,5,3
2018,1,28,20,43.3623,-105.0897,0,3
2018,1,28,14,37.0688,-97.7165,5.54,2.6
2018,1,28,10,36.789,-98.3287,3.577,2.6
2018,1,28,1,36.5239,-98.9774,6.116,2.8
2018,1,27,22,31.6946667,-115.96,16.38,2.64
2018,1,27,19,43.6741,-105.2444,0,3.2
2018,1,27,15,35.757,-121.2583333,5.25,2.64
2018,1,27,12,33.7411667,-117.4896667,10.55,3.14
2018,1,27,8,35.6617,-97.1632,4.389,2.7
2018,1,27,1,42.5689,-111.4379,9.23,2.6
2018,1,26,23,43.6506,-105.3484,0,3.2
2018,1,26,20,43.6002,-105.3829,0,3
2018,1,26,19,26.7086,-111.0119,14.69,4.4
2018,1,26,17,36.2048,-98.6917,5.792,2.9
2018,1,26,16,36.5363,-98.9676,6.173,2.5
2018,1,26,8,36.2506667,-119.768,21.05,2.91
2018,1,26,8,37.5726667,-118.8393333,1.62,2.72
2018,1,26,8,39.4368,-81.7153,11.02,2.5
2018,1,26,7,37.2901667,-121.6635,6.06,2.94
2018,1,26,5,42.5405,-111.3951,10,3.3
2018,1,26,3,34.0446667,-116.6325,9.99,2.92
2018,1,26,3,42.5618,-111.4591,10,3.1
2018,1,26,3,42.5327,-111.3893,10,4.4
2018,1,26,1,36.9408333,-121.669,7.23,2.78
2018,1,25,23,36.9613,-97.3588,7.962,2.7
2018,1,25,20,36.9562,-97.3624,8.07,2.6
2018,1,25,19,36.892,-121.4853333,8.59,2.55
2018,1,25,18,36.5429,-98.9542,4.191,2.7
2018,1,25,18,36.9516,-99.3021,0.075,2.8
2018,1,25,13,32.8533,-100.9216,3.99,2.7
2018,1,25,10,33.741,-117.4911667,11.15,3.97
2018,1,25,6,38.5685,-112.2785,5.32,2.73
2018,1,24,23,36.0329,-97.9032,7.484,2.7
2018,1,24,19,34.2771667,-117.521,7.68,2.5
2018,1,24,14,34.6754,-97.5007,5.753,2.7
2018,1,24,13,36.9695,-99.3925,7.884,2.5
2018,1,24,6,36.9396667,-121.6635,7.51,2.61
2018,1,24,6,36.9373333,-121.661,7.1,3.6
2018,1,23,21,36.4753333,-121.0278333,7.36,3.41
2018,1,23,20,47.5246667,-122.7731667,50.56,2.69
2018,1,23,19,36.9518,-97.3648,7.959,2.6
2018,1,23,19,43.7056,-105.4134,0,3.3
2018,1,23,18,35.6726667,-121.0866667,6.01,2.5
2018,1,23,6,36.9542,-97.3656,7.988,3
2018,1,23,6,36.9551,-97.3628,8.029,3
2018,1,23,4,38.7896667,-122.778,0.54,2.77
2018,1,23,1,39.4181667,-123.3065,-0.54,2.57
2018,1,22,22,45.7528,-112.1203,5,2.6
2018,1,22,17,35.9882,-97.8729,5.091,2.9
2018,1,22,14,34.7025,-116.2318333,3.01,2.95
2018,1,22,12,36.1511,-97.6721,4.842,2.7
2018,1,22,12,36.895,-83.6473333,25.91,2.72
2018,1,22,11,48.0165,-114.1657,9.1,2.5
2018,1,22,10,36.153,-97.661,6.647,3.6
2018,1,22,7,38.5835,-112.2781667,-2.32,2.85
2018,1,22,1,48.0996,-114.1276,10.21,3
2018,1,22,1,33.2053333,-115.9603333,7.12,2.6
2018,1,21,23,34.397,-118.7656667,18.1,2.58
2018,1,21,22,49.4993,-120.4173,-0.06,2.5
2018,1,21,21,43.8397,-105.2562,0,3.2
2018,1,21,20,43.5934,-105.1232,0,3.2
2018,1,21,17,36.459,-98.8168,6.01,3
2018,1,21,17,30.2302,-114.2468,10,4.5
2018,1,21,15,36.9674,-99.3682,5.834,2.9
2018,1,21,13,34.6633,-97.4951,4.677,2.5
2018,1,21,6,46.3836,-75.0633,16.84,3
2018,1,21,4,37.7582,-84.663,11.14,2.6
2018,1,20,13,26.6362,-111.0263,10,4.5
2018,1,20,5,37.2188,-97.8823,4.04,2.6
2018,1,20,1,36.4658,-98.8208,5.493,2.5
2018,1,19,23,40.3311667,-124.425,19.11,2.57
2018,1,19,18,47.4125,-93.0663,0,2.9
2018,1,19,16,26.6067,-111.1312,10,4.5
2018,1,19,16,26.6862,-111.0785,10,6.3
2018,1,19,5,36.4597,-98.8185,6.095,2.8
2018,1,19,4,35.0559,-96.1716,4.115,2.8
2018,1,19,1,34.9639,-97.6587,7.043,2.6
2018,1,19,1,38.923,-122.648,2.29,2.63
2018,1,18,20,36.6058333,-89.8995,4.92,2.7
2018,1,18,7,35.3784,-98.0904,7.195,2.5
2018,1,18,5,38.785,-122.7433333,1.81,4.22
2018,1,18,2,37.2738333,-121.6461667,5.99,2.97
2018,1,18,2,41.9002,-119.6213,1.1,2.5
2018,1,17,23,44.0913,-69.7528,8.52,2.7
2018,1,17,22,43.751,-105.3637,0,3.1
2018,1,17,19,43.6419,-105.327,0,3.3
2018,1,17,14,35.981,-97.1962,8.837,2.7
2018,1,17,8,38.5858333,-112.2738333,-2.52,2.66
2018,1,17,3,39.3829,-119.7531,7,2.8
2018,1,16,21,31.2328333,-115.6746667,12.1,3.44
2018,1,16,20,37.51,-118.8543333,9,3.09
2018,1,16,17,36.2025,-98.6891,6.051,2.6
2018,1,16,17,36.2058,-98.6775,3.587,2.8
2018,1,16,16,36.1631667,-89.686,9.42,3.64
2018,1,16,12,28.8275,-98.1512,13.12,2.9
2018,1,16,6,36.059,-120.1558333,10.52,2.61
2018,1,16,5,36.4524,-98.7692,6.938,2.6
2018,1,16,5,36.1229,-97.8083,5,3.1
2018,1,16,2,40.3885,-124.6648333,24.34,2.68
2018,1,15,22,36.2038,-98.6823,4.564,2.6
2018,1,15,16,36.0561667,-120.1126667,6.85,2.85
2018,1,15,8,38.81,-122.7888333,3.25,2.59
2018,1,15,2,36.0611667,-120.1533333,10.71,2.78
2018,1,15,0,36.4498,-98.7719,7.227,2.7
2018,1,14,19,34.8168333,-116.0733333,3.75,3.71
2018,1,14,18,48.0734,-114.2761,5,2.9
2018,1,14,18,48.0959,-114.2176,5,2.7
2018,1,13,21,40.2023333,-122.0051667,65.74,2.65
2018,1,13,20,35.6708,-97.3999,6.802,2.8
2018,1,13,15,37.2971,-104.8855,7.52,2.9
2018,1,13,12,36.8585,-104.8002,5,2.7
2018,1,13,11,35.6709,-97.3968,6.591,2.7
2018,1,13,6,33.1141667,-116.0738333,11.53,3.59
2018,1,13,5,38.79,-122.7406667,1.17,2.5
2018,1,13,1,35.6711,-97.4005,6.396,3.6
2018,1,12,18,35.9606667,-118.6843333,14.56,2.68
2018,1,12,15,36.5108,-98.6438,5.505,2.7
2018,1,12,10,39.3833,-119.7525,7.2,2.6
2018,1,12,8,36.876,-97.442,7.578,3.1
2018,1,12,7,36.877,-97.4408,8.009,2.8
2018,1,11,19,33.1926667,-115.6033333,2.73,2.93
2018,1,11,17,45.0318,-106.7646,0,3.1
2018,1,11,14,35.7333333,-121.6293333,10.54,2.56
2018,1,11,13,37.3058,-104.9046,5,2.9
2018,1,11,7,44.2275,-114.0858,14.56,2.5
2018,1,11,7,36.8826,-97.9296,5.865,2.5
2018,1,11,6,37.2941,-104.908,5,2.8
2018,1,11,0,36.1563333,-120.2298333,11.36,3.14
2018,1,10,14,34.0073333,-117.1801667,15.16,2.79
2018,1,10,13,36.9691667,-121.6078333,4.34,2.58
2018,1,9,20,29.0495,-97.9087,5,2.8
2018,1,9,19,43.7828,-105.3588,0,3.2
2018,1,9,15,40.4286667,-124.9845,4.07,2.68
2018,1,9,6,40.4063333,-124.9753333,3.8,2.94
2018,1,9,5,37.2023,-97.8087,5.6,2.6
2018,1,8,22,38.4521667,-112.4795,11.84,3.5
2018,1,8,20,36.1547,-97.6711,5,2.6
2018,1,8,6,46.9755,-122.4283333,64.2,2.75
2018,1,8,6,31.381,-115.5958333,4.46,2.92
2018,1,8,4,31.4173333,-115.6041667,11.72,2.92
2018,1,7,19,36.1525,-97.6698,5.584,2.8
2018,1,7,19,31.616,-115.8161667,13.98,3.91
2018,1,7,19,46.8422,-112.7436,8.86,3.6
2018,1,7,10,35.1145,-95.8344,5,3.1
2018,1,7,9,34.9551667,-85.192,10.88,2.69
2018,1,7,8,28.8912,-98.2041,5,3.1
2018,1,7,7,36.9109,-97.6552,6.661,2.8
2018,1,7,4,42.9508,-111.0172,5,2.6
2018,1,7,1,34.42,-120.0015,2.26,3.78
2018,1,6,23,36.503,-99.2009,6.642,2.8
2018,1,6,17,36.1534,-98.2957,6.8,2.6
2018,1,6,15,28.8497,-98.119,5,3.6
2018,1,6,14,42.2206,-104.8104,5,3
2018,1,6,10,36.4591,-98.7816,6.557,2.5
2018,1,6,4,33.9865,-116.5573333,9.35,2.56
2018,1,5,21,43.8916,-105.3542,0,3
2018,1,5,12,35.9636667,-89.9183333,7.3,2.51
2018,1,4,23,32.6823333,-115.8173333,10.31,2.94
2018,1,4,20,43.5945,-105.2256,0,3.4
2018,1,4,18,33.1205,-118.1516667,5.76,2.96
2018,1,4,18,36.0785,-119.9868333,22.73,2.68
2018,1,4,15,46.9007,-70.7725,18,3.4
2018,1,4,11,37.3163333,-122.0773333,8.06,2.58
2018,1,4,10,37.8551667,-122.2568333,12.31,4.38
2018,1,4,9,37.5108333,-121.4421667,2.51,2.54
2018,1,3,23,43.7066,-105.3211,0,3.3
2018,1,3,19,45.0204,-106.8551,0,2.8
2018,1,3,16,35.6603333,-121.0758333,8.43,2.93
2018,1,3,16,35.2791667,-118.3426667,5.31,2.7
2018,1,3,8,46.2568333,-122.0586667,9.8,2.72
2018,1,3,8,46.2556667,-122.0563333,10.23,3.87
2018,1,3,4,36.1603,-98.377,5.667,3.4
2018,1,3,2,46.9007,-70.773,18,2.9
2018,1,2,22,39.2731667,-122.7595,12.18,2.57
2018,1,2,19,36.8828333,-121.6153333,6.38,2.95
2018,1,2,17,36.1523,-97.6696,4.492,3.5
2018,1,2,15,33.004,-118.8516667,5.84,2.51
2018,1,2,13,31.2227,-103.5728,5,3.1
2018,1,2,7,36.4711667,-121.045,1.8,2.6
2018,1,2,7,36.0805,-120.1111667,7.29,2.5
2018,1,2,3,36.393,-117.8561667,0.68,2.56
2018,1,1,11,37.5748333,-118.8368333,2.55,2.95
2018,1,1,8,36.9544,-98.0124,4.692,2.6
2018,1,1,4,31.8491667,-116.1185,12.31,3.09
2018,1,1,1,34.0316667,-117.593,4.08,3.09
2017,12,31,20,43.6479,-105.18,0,3.2
2017,12,31,20,43.6547,-105.1002,0,2.9
2017,12,31,19,40.4846667,-123.39,30.44,3.76
2017,12,31,19,36.1511,-97.6653,6.059,3.2
2017,12,31,19,43.6615,-105.2913,0,3.3
2017,12,31,14,33.75,-117.5426667,5.68,2.6
2017,12,31,5,40.2838333,-124.4148333,19.44,2.98
2017,12,31,2,36.6563333,-121.2813333,5.87,2.51
2017,12,30,23,37.2734,-104.8631,4,4
2017,12,30,21,36.6533333,-121.2766667,6.35,2.7
2017,12,30,19,36.6553333,-121.2805,5.94,2.53
2017,12,30,18,36.6558333,-121.2803333,6.33,2.97
2017,12,30,16,36.6556667,-121.2795,5.32,2.8
2017,12,30,15,35.0041,-97.6442,7.963,2.5
2017,12,30,15,36.7301,-115.8986,7,2.6
2017,12,30,12,37.5741667,-118.8355,2.31,2.55
2017,12,30,12,34.3155,-116.8506667,1.53,3.22
2017,12,30,8,36.153,-97.6593,6.945,2.8
2017,12,30,8,36.1531,-97.6638,7.58,2.9
2017,12,30,4,46.154,-120.5426667,19.6,2.71
2017,12,30,4,36.7215,-121.3625,2.63,2.98
2017,12,30,4,36.7203,-99.3909,6.216,3.2
2017,12,29,22,36.2194,-97.2634,7.697,2.6
2017,12,29,20,43.8968,-105.3998,0,3
2017,12,29,18,34.6496667,-116.3236667,3.31,2.83
2017,12,29,15,36.6601667,-121.287,7.06,2.84
2017,12,29,15,36.6596667,-121.2846667,6.72,2.8
2017,12,29,12,36.1544,-97.6646,5.361,2.5
2017,12,29,10,36.1538,-97.6678,5.007,2.5
2017,12,29,6,36.1541,-97.6685,5,2.6
2017,12,29,6,36.1532,-97.6685,5,2.7
2017,12,29,5,36.1554,-97.668,5.396,2.7
2017,12,29,4,40.2851667,-124.5095,19.29,3.82
2017,12,29,4,36.1543,-97.671,5.644,3.8
2017,12,28,23,46.705,-121.0593333,-0.16,2.93
2017,12,28,20,35.4215,-97.024,5.133,3.7
2017,12,28,11,36.6588333,-121.2858333,7.1,3.04
2017,12,28,8,36.6605,-121.2861667,6.42,2.51
2017,12,28,8,36.659,-121.2841667,7.44,3.14
2017,12,28,8,47.0709,-76.2872,16.29,3.6
2017,12,28,7,46.9017,-112.5434,16.7,3.4
2017,12,28,4,37.7896667,-113.281,9.64,2.97
2017,12,28,2,36.68,-121.302,3.87,2.87
2017,12,28,0,32.258,-115.2733333,23.01,2.71
2017,12,28,0,36.6815,-121.3125,4.28,3.3
2017,12,27,23,31.1834,-103.3311,5,2.7
2017,12,27,22,43.6957,-105.2819,0,3.2
2017,12,27,22,37.7911667,-113.2783333,6.18,2.74
2017,12,27,21,37.7913333,-113.2755,7.11,2.65
2017,12,27,21,43.7916,-105.3129,0,3.1
2017,12,27,19,43.6538,-105.1731,0,3.3
2017,12,27,18,43.5499,-105.3057,0,3.3
2017,12,27,13,37.0231,-104.9621,6.76,2.8
2017,12,27,9,31.7983333,-115.886,17.07,2.64
2017,12,27,6,37.3965,-121.7468333,10.55,3.9
2017,12,27,4,36.9086,-97.3513,1.682,2.6
2017,12,27,3,36.8184,-97.6097,5.811,2.9
2017,12,27,3,37.1105,-121.5176667,7.08,3.08
2017,12,26,17,35.3401667,-83.867,9.45,2.74
2017,12,26,7,36.5372,-98.9652,6.67,2.9
2017,12,25,20,43.6443,-105.1159,0,3.2
2017,12,25,19,37.9806667,-122.0796667,13.63,2.72
2017,12,25,18,46.9005,-112.5256,13.28,3
2017,12,25,6,36.001,-118.3933333,4.32,3.05
2017,12,25,4,41.8814,-119.5775,1.7,2.7
2017,12,24,17,33.4843333,-116.4576667,14.3,2.6
2017,12,24,16,38.2698333,-122.566,1,2.78
2017,12,24,14,46.8886,-112.5012,16.08,2.7
2017,12,24,12,36.7382,-97.7206,7.998,2.5
2017,12,24,0,37.1125,-121.5183333,7.25,3.27
2017,12,23,21,36.6406667,-89.9836667,6.22,2.63
2017,12,23,8,40.296,-123.8341667,31.43,2.73
2017,12,22,20,44.9894,-106.9791,0,3.1
2017,12,22,1,36.0035,-118.3946667,3.79,2.65
2017,12,21,23,43.7073,-105.271,0,3
2017,12,21,19,44.0627,-105.3286,0,3.1
2017,12,21,11,44.2851,-114.4739,10,2.7
2017,12,21,8,35.8913,-97.2854,6.209,2.5
2017,12,21,8,35.8917,-97.2867,6.946,3.1
2017,12,21,4,35.8931,-97.2909,7.171,3.5
2017,12,21,3,35.8905,-97.2839,5.237,2.6
2017,12,20,23,34.657,-86.1143333,8.49,2.69
2017,12,20,23,40.5561667,-123.171,29.31,2.7
2017,12,20,22,35.8789,-97.2984,6.188,2.7
2017,12,20,18,47.4356,-93.0067,0,3
2017,12,20,11,33.783,-116.9333333,13.93,2.51
2017,12,20,8,36.0023333,-118.3965,3.28,2.96
2017,12,20,6,36.0045,-118.3946667,3.6,2.87
2017,12,20,6,36.15,-97.6687,5.047,3.5
2017,12,20,4,37.2887,-104.9265,2.12,3.4
2017,12,20,2,46.9728,-112.7975,12.94,2.5
2017,12,20,0,39.0412,-118.8098,7.8,3
2017,12,19,23,36.1513,-97.6721,5,3
2017,12,19,18,36.9635,-99.3674,2.516,2.5
2017,12,19,16,36.153,-97.6706,5,3.2
2017,12,19,16,36.5408,-98.9546,6.225,2.5
2017,12,19,15,36.1542,-97.669,4.5,3.2
2017,12,19,14,36.5349,-98.9616,5.993,2.8
2017,12,19,14,34.9544,-97.8208,6.366,3
2017,12,19,12,36.754,-121.4616667,7.05,2.98
2017,12,19,11,36.5457,-98.9637,5,3.8
2017,12,19,4,31.1514,-103.2392,5,2.5
2017,12,18,23,41.1435,-120.396,7.66,2.76
2017,12,18,20,43.6708,-105.2547,0,3.1
2017,12,18,14,45.7125,-112.1778,5,2.9
2017,12,18,13,35.8904,-97.2816,5.755,3
2017,12,18,13,32.8573333,-118.7118333,-0.23,2.98
2017,12,18,8,33.1565,-116.4853333,11.62,2.6
2017,12,18,7,34.9558,-97.8237,7.216,2.5
2017,12,18,3,36.4235,-96.9289,3.808,2.6
2017,12,17,20,36.6448333,-121.2541667,2.8,2.55
2017,12,17,11,36.8183,-97.6128,5.932,2.6
2017,12,17,7,36.2221,-97.0449,5.412,2.5
2017,12,17,7,36.7065,-99.3925,4.585,2.6
2017,12,17,5,31.0396,-103.3588,1.19,3
2017,12,17,5,38.6785,-83.8958,13.64,2.8
2017,12,16,23,36.7085,-99.3917,5.781,2.7
2017,12,16,21,42.5782,-111.4314,9.48,2.5
2017,12,16,19,43.8139,-105.3425,0,3.2
2017,12,16,18,26.3175,-96.1617,10,3
2017,12,16,13,35.889,-97.2831,5.92,3
2017,12,16,6,36.7391,-98.3708,7.488,2.5
2017,12,16,3,39.8136667,-120.6668333,1.67,2.62
2017,12,16,0,36.2324,-97.5449,7.441,2.8
2017,12,15,22,44.9417,-116.9494,3.57,2.5
2017,12,15,20,44.6222,-105.6053,0,2.8
2017,12,15,18,36.1534,-97.6693,5,2.9
2017,12,15,11,36.5118,-98.6412,5,3.1
2017,12,15,9,31.1384,-103.2814,5,3.3
2017,12,15,8,36.5635,-121.151,9.21,3.28
2017,12,15,8,35.7956,-96.9594,7.097,3
2017,12,15,7,33.835,-116.9731667,12.01,2.8
2017,12,15,6,40.4218333,-124.592,17.92,3.87
2017,12,14,23,36.0093333,-119.7338333,22.73,2.57
2017,12,14,22,43.7197,-105.2982,0,3.2
2017,12,14,17,46.8879,-112.5255,9.73,2.6
2017,12,14,16,37.2027,-97.812,5.57,3
2017,12,14,16,37.2013,-97.812,4.52,3
2017,12,14,9,36.9628,-99.3796,3.458,2.9
2017,12,14,6,37.6169,-114.5263,12.6,3
2017,12,14,5,37.4745,-118.8103333,8.52,2.88
2017,12,14,5,36.4842,-97.2412,5.89,2.5
2017,12,14,4,39.6076667,-123.6458333,7.04,4.26
2017,12,14,1,45.0353333,-122.5993333,17.37,3.96
2017,12,13,22,36.2615,-120.3655,9.18,2.62
2017,12,13,21,43.7737,-105.3397,0,3.1
2017,12,13,7,36.6133333,-121.2198333,5.99,2.72
2017,12,13,1,40.2686667,-120.3911667,9.11,2.97
2017,12,12,23,35.4245,-97.9176,6.467,2.8
2017,12,12,23,40.1286667,-108.8258333,5.95,3.1
2017,12,12,10,46.7645,-112.591,12.53,2.8
2017,12,12,8,28.5311,-100.0051,11.75,2.6
2017,12,12,7,34.1015,-107.0968,5,2.9
2017,12,12,0,36.5007,-99.1826,6.471,2.9
2017,12,11,19,43.7594,-105.3419,0,3.3
2017,12,11,11,33.9625,-106.7799,6.3,2.9
2017,12,11,6,40.1033333,-122.058,18.94,3.18
2017,12,11,6,40.5888333,-121.7918333,17.63,2.74
2017,12,11,4,36.0166,-97.3287,6.726,2.5
2017,12,10,19,44.3565,-105.3928,0,2.8
2017,12,10,18,36.0325,-97.9079,6.482,2.5
2017,12,10,18,36.6155,-121.2233333,5.62,2.5
2017,12,10,12,36.7016,-98.4297,5,3.5
2017,12,10,11,36.5034,-98.4645,6.45,3.3
2017,12,10,3,37.8081,-108.1057,5,3.1
2017,12,10,3,37.807,-108.1112,5,2.5
2017,12,10,3,37.7155,-108.1605,5,2.9
2017,12,10,2,37.8016,-108.1022,5,2.7
2017,12,9,22,36.0313,-97.9078,6.274,2.7
2017,12,9,22,43.729,-105.3194,0,3.3
2017,12,9,21,43.7785,-105.3208,0,3.3
2017,12,9,20,33.4986667,-116.8006667,5.29,3.48
2017,12,9,20,43.7741,-105.384,0,3
2017,12,9,20,43.6213,-105.3488,0,3.1
2017,12,9,18,43.623,-105.2178,0,2.9
2017,12,9,7,34.167,-117.2501667,3.21,2.86
2017,12,9,2,33.1431667,-116.475,10.2,3.03
2017,12,9,2,37.5501667,-118.8065,3.53,3.52
2017,12,8,22,37.5498333,-118.8073333,3.18,3.47
2017,12,8,22,37.5473333,-118.8103333,2.84,3.78
2017,12,8,21,36.1276,-98.968,6.136,2.6
2017,12,8,20,40.5721667,-124.0506667,28.17,2.84
2017,12,8,17,37.5513333,-118.8155,2.91,3.66
2017,12,8,8,34.0951667,-118.671,15.17,3.13
2017,12,8,5,35.3812,-98.1007,5.453,2.6
2017,12,8,1,36.4812,-98.7372,4.847,2.5
2017,12,7,21,43.7064,-105.2081,0,3.2
2017,12,7,17,36.618,-121.2243333,6.09,3.21
2017,12,7,12,36.2028,-98.6736,3.382,2.7
2017,12,7,10,33.147,-116.4781667,10.99,3.53
2017,12,7,5,40.159,-122.7525,13.37,2.56
2017,12,7,3,33.1501667,-116.4795,11.38,3.57
2017,12,7,1,46.5044,-112.5284,20.06,3.2
2017,12,7,0,33.15,-116.4816667,11.07,3
2017,12,7,0,33.1478333,-116.4791667,11.14,3.96
2017,12,7,0,33.1486667,-116.4806667,11.4,2.61
2017,12,6,23,43.9998,-124.8511,20.99,2.8
2017,12,6,20,43.7463,-105.2735,0,3.1
2017,12,6,19,36.2128,-98.7741,6.635,2.5
2017,12,6,18,36.008,-117.804,0.98,2.9
2017,12,6,17,36.1543,-97.4844,7.568,3.2
2017,12,6,16,45.7431,-112.1171,11.89,2.6
2017,12,6,13,40.6891667,-124.2111667,1.88,2.8
2017,12,6,12,36.5665,-121.1495,8.89,2.92
2017,12,6,9,32.8548333,-118.5061667,5.86,2.85
2017,12,6,9,39.0429,-118.8072,8.6,2.7
2017,12,5,23,35.6603,-97.1599,5.332,2.9
2017,12,5,17,32.4125,-115.1993333,5.94,2.5
2017,12,5,16,36.1142,-97.866,7.172,2.5
2017,12,5,15,34.2771667,-116.8595,9.15,2.54
2017,12,5,7,31.7996667,-116.0483333,5.03,3.66
2017,12,5,6,36.6215,-99.2002,1.978,2.5
2017,12,5,4,36.3723,-97.1304,5.505,2.5
2017,12,5,4,36.3699,-97.1259,6.706,4.1
2017,12,5,4,40.4315,-124.6568333,24.18,2.65
2017,12,5,1,35.374,-98.0925,7.028,2.5
2017,12,5,0,35.9506667,-119.7528333,21.73,2.96
2017,12,5,0,36.5837,-98.5266,3.432,3
2017,12,4,22,49.4425,-120.5418333,-1.5,2.54
2017,12,4,14,36.098,-117.774,6.57,2.5
2017,12,4,5,35.971,-97.1659,5,2.5
2017,12,4,5,35.0561,-96.183,3.076,2.9
2017,12,3,22,43.6593,-105.3111,0,3.1
2017,12,3,21,43.6881,-105.2176,0,2.7
2017,12,3,14,36.4626,-98.7572,7.058,2.5
2017,12,3,12,36.0205,-97.9211,6.199,2.5
2017,12,2,16,43.7622,-105.3269,0,2.9
2017,12,2,14,36.0135,-97.9286,5.883,2.6
2017,12,2,12,36.2032,-98.673,3.197,2.5
2017,12,2,10,36.103,-97.8346,6.973,2.5
2017,12,2,7,36.6758333,-121.2996667,3.54,3.31
2017,12,2,4,36.0116,-97.9311,5,2.5
2017,12,1,22,36.0121,-97.9287,4.7,3.1
2017,12,1,20,45.2427,-106.8762,0,3.1
2017,12,1,19,36.4627,-98.8075,5.865,2.8
2017,12,1,19,35.6679,-97.3912,6.544,2.7
2017,12,1,19,44.0517,-105.3489,0,3
2017,12,1,19,35.42,-97.0226,4.57,2.6
2017,12,1,17,34.2964,-106.802,7.03,3.8
2017,12,1,14,37.7428333,-122.1493333,5.96,2.63
2017,12,1,13,49.8718,-94.4218,10.61,2.5
2017,12,1,13,35.3829,-98.1104,7.675,2.5
2017,12,1,2,36.6396,-99.1881,3.401,3
2017,12,1,0,31.7556667,-114.9881667,5.36,2.84
2017,11,30,23,36.2325,-97.5459,7.56,2.5
2017,11,30,22,38.4051,-105.7807,5,3.6
2017,11,30,21,39.1977,-75.4325,9.87,4.1
2017,11,30,20,42.5934,-111.4042,5.7,3.2
2017,11,30,20,43.579,-105.3003,0,3.1
2017,11,30,19,35.3773,-98.1084,6.75,2.6
2017,11,30,19,33.0773333,-118.14,9.55,2.73
2017,11,30,6,36.3186667,-83.7091667,18.63,2.68
2017,11,29,21,36.5306667,-121.1145,6.43,2.96
2017,11,29,20,34.8451667,-118.9038333,9.48,3.11
2017,11,29,20,35.3709,-98.1139,10.361,2.5
