latitude,longitude,depth,gap,dmin,rms,horizontalError,depthError,magError,magNst
37.3601,72.1364,224.37,97,1.266,0.62,8.4,8.5,0.241,5
24.7297,141.425,188.35,101,2.453,0.75,11.5,7.4,0.094,32
47.4309,146.1073,396.12,146,2.33,0.72,12,5.7,0.059,80
36.1491,69.2529,117.37,149,1.443,1.13,9,11.6,0.199,7
45.7226,151.3259,73.95,172,6.058,1.08,5.6,9.3,0.07,63
31.3175,141.705,10,135,2.404,0.61,7.4,1.7,0.15,13
30.1033,138.8535,417.57,101,3.109,0.83,13.1,8.5,0.109,23
24.1817,122.0675,10,78,0.431,1.07,3.1,1.9,0.108,26
37.4409,71.6981,107.71,77,0.094,0.99,6.6,7,0.13,16
38.4034,76.7229,44.4,129,3.423,0.93,3.3,9.7,0.111,24
33.3012,138.1057,320.56,52,1.374,1.28,6.6,3.9,0.051,109
40.3769,143.1249,24.91,142,1.622,0.72,6.6,5.2,0.065,72
9.5294,122.419,10,163,3.968,1.38,6.9,2,0.238,5
25.6419,91.8799,35,115,0.077,1.08,14.2,2,0.177,9
12.0891,146.2566,10,18,2.014,0.71,8.7,1.7,,
40.4254,143.1515,35.85,178,1.588,0.61,7.1,9.9,0.126,18
18.6108,145.5924,248.19,117,3.356,0.97,15.7,11.6,0.213,6
17.8275,147.1336,35,162,19.597,0.64,13.6,2,0.163,11
49.6802,156.2206,40.51,151,3.555,1.42,11.9,5.2,0.072,56
13.8456,120.7431,144.4,128,14.928,0.76,16.5,1.8,0.137,15
29.0978,68.9654,23.64,130,5.427,0.78,11.6,6.6,0.121,20
40.1929,71.9592,20.81,49,2.319,0.67,6,5.8,0.076,51
13.346,144.5289,113.52,72,0.409,0.55,11.2,5.7,0.081,44
32.3472,141.6428,10,118,1.721,0.4,8,1.6,0.074,54
42.0081,142.7205,70.41,100,0.325,0.87,7.1,7.9,0.105,26
36.5698,70.8263,181.87,71,0.589,1.04,6.1,6.6,0.26,4
57.267,127.4508,10,128,4.911,0.68,11,2,0.199,7
19.8125,94.7635,71.98,48,2.529,0.78,6.7,3.6,0.088,37
41.1479,142.3546,56.69,123,1.04,0.88,6.9,6.2,0.044,160
11.4261,125.4548,91.99,131,9.267,0.81,11.6,7,0.079,47
22.5138,144.0163,81.9,202,4.855,0.7,16,13.1,0.188,8
40.6446,142.4026,38.71,141,1.027,0.8,6.6,7.3,0.067,68
11.8998,143.8638,10,127,1.944,0.98,11.6,1.4,0.189,8
42.1493,81.3249,33.33,85,2.659,0.72,9,6.1,0.117,21
26.1133,128.6944,8.66,74,0.813,0.84,5.1,4.7,0.095,37
24.9274,125.3793,32.57,89,2.202,1.01,6.6,4.7,0.147,13
27.0742,141.5551,38.43,125,0.561,0.52,11.5,0.8,0.135,16
38.2914,76.7293,37.17,25,3.531,0.84,6.8,5,0.037,247
24.3094,122.224,45.88,83,0.59,0.61,5,8.3,0.137,15
26.7067,66.1461,10,106,7.642,0.9,9.1,1.9,0.095,32
8.8754,126.6963,57.61,91,2.107,0.85,9.2,2.4,0.066,71
43.8596,148.5092,35,152,4.277,1.28,9.7,2,0.108,24
28.148,104.7973,33.68,86,4.62,0.64,11.2,7,0.119,20
19.8919,121.2862,10,90,2.917,0.9,7.8,1.9,0.056,98
28.1784,92.6836,40.21,104,2.041,0.8,5.8,9.7,0.127,17
18.5331,145.6107,224.09,98,4.967,0.83,9.9,7,0.045,149
28.9824,88.2848,10,161,2.583,1.02,6.8,1.9,0.13,16
48.0418,148.5263,369.91,95,4.055,0.59,8.1,6.4,0.042,159
21.6263,120.0873,38.12,109,1.5,0.91,7.2,8.5,0.192,8
40.541,77.7424,10,93,1.187,0.71,6,1.7,0.085,41
12.2,94.9698,27.49,99,2.244,0.71,7.9,5.6,0.08,49
28.1707,104.8738,44.71,32,4.55,0.57,8.4,6.9,0.071,62
36.5035,70.06,227.49,81,0.746,0.46,7.5,9.6,0.367,2
36.4792,140.6508,59.22,120,1.391,1,6.6,7.2,0.068,63
36.1289,140.0132,49.33,149,1.518,1.04,6.4,9.8,0.197,7
24.559,94.5655,63,58,0.407,0.92,7.7,6,0.113,23
18.666,145.4702,244.55,123,3.419,0.69,12.5,8.6,0.088,36
9.5965,126.6867,21.22,144,2.739,0.25,6.5,7.7,0.216,7
50.0876,156.0508,78.55,167,3.194,0.76,11.1,8.8,0.069,61
41.5181,142.128,60.03,131,0.916,0.9,6.8,7.6,0.087,38
50.8015,150.4365,460.89,90,11.949,0.5,10.8,9,0.102,26
27.6967,142.6481,10,146,0.726,0.77,3.6,1.9,0.128,18
22.0456,143.6936,126.76,102,5.212,0.69,11.2,7,0.06,85
18.9696,144.9128,18.21,108,5.35,0.59,8,5.2,0.125,19
38.6973,142.1069,59.29,219,1.326,0.53,10.8,10.3,0.148,13
40.4062,143.9238,23.16,180,1.708,0.49,9.8,6.9,0.161,11
55.6109,159.9806,185.05,95,2.707,0.75,8.7,5.9,0.028,411
40.1945,142.2767,54.29,135,1.098,0.67,7.5,7.5,0.109,25
13.7375,144.5406,138.37,97,0.351,0.7,12.6,5.1,0.068,63
34.4881,142.1751,32.15,158,2.395,1.04,9.1,5.8,0.14,15
21.4957,143.1979,277.52,26,5.651,0.73,9.5,5.2,0.039,192
18.9817,145.285,296.17,106,17.506,0.55,13.5,7.9,0.076,48
52.2531,160.7288,48.02,190,1.483,0.47,8.6,12,0.179,9
38.9043,70.6922,6.01,68,0.308,0.86,3.6,5.2,0.103,28
44.4232,141.1305,236.41,71,1.093,0.79,8.3,4.5,0.06,79
28.1162,104.6715,31.92,167,4.733,0.3,8.3,6.2,0.175,9
28.1323,104.7425,35.68,148,4.67,0.6,12.8,6.4,0.112,23
28.0958,104.765,31.99,61,4.67,0.85,9.8,5.8,0.111,24
40.2587,140.0419,173.24,107,0.942,0.64,7.2,6.6,0.086,38
54.9041,111.2232,14.53,81,7.514,0.97,10.5,5.8,0.145,13
24.6342,122.8255,91,70,0.237,0.73,7.1,5.3,0.169,10
33.5065,138.217,284.75,61,1.168,0.91,3.7,6.5,0.061,79
18.9723,121.0063,35,134,4.321,1.1,7.2,2,0.13,17
37.4001,141.5781,10,185,0.781,0.93,3.6,2,0.264,4
31.0257,141.3449,23.87,135,2.455,0.61,9.1,6.3,0.134,18
26.4198,127.9091,48.17,62,0.526,1.23,7,5.6,0.056,95
39.1613,109.7751,10,46,5.012,1.15,9.2,2,0.132,16
12.2556,141.0651,10,59,3.937,0.69,4.5,1.9,0.09,38
35.6593,140.772,49.46,85,2.205,0.99,6.6,4.7,,
37.4728,141.5311,10,135,0.708,0.91,5.3,1.9,0.073,55
9.9076,125.7257,90.89,145,2.823,0.64,10.2,11.2,0.164,11
41.7468,132.9867,497.86,36,2.558,0.63,9.5,4.9,0.068,21
22.9892,144.525,10,149,4.606,0.63,14.8,1.9,0.181,9
18.8983,145.5938,140.5,100,5.324,0.51,12.8,5.3,0.065,66
51.3674,156.5089,123.94,165,1.89,0.5,14.1,10.5,0.075,50
26.4049,95.364,68.8,84,2.37,1.01,7.4,7.3,0.093,34
38.8537,94.1619,10,145,11.777,0.68,6.8,2,0.156,11
30.782,69.7722,10,127,3.798,0.91,6.6,1.9,0.097,30
36.1293,140.1314,77.5,142,1.61,0.75,7.7,7.5,0.077,50
23.9449,125.4164,10,186,2.256,1.32,5.1,1.9,0.162,11
12.2624,141.1466,21.17,59,3.86,0.5,9.4,5.7,0.062,83
12.2019,141.1098,10,102,3.915,0.37,13.8,1.9,0.135,16
12.2698,141.0872,10,59,3.912,0.69,4.9,1.9,0.096,32
18.7091,145.5397,182.13,160,5.131,0.82,10.8,11.8,0.166,10
35.7258,109.2918,16.64,103,5.437,0.65,11.3,5.2,0.146,13
23.1346,120.6402,6.22,100,0.165,0.87,4,4.7,0.218,6
12.2507,141.0616,10,59,3.942,0.82,8.3,1.8,0.06,88
12.264,141.1004,10,74,3.902,0.54,5.2,1.9,0.088,39
12.6945,141.4291,10,64,3.466,0.97,9.8,1.9,0.138,15
12.2876,141.097,10,44,3.897,0.74,10.7,1.9,0.092,37
12.2194,141.0655,8,18,3.95,1.01,8.7,1.8,0.11,8
12.2122,141.0677,10,74,3.95,0.51,11.9,1.9,0.116,22
12.2128,141.0636,10,80,3.954,0.76,7.6,1.9,0.116,22
12.2538,141.0433,10,59,3.958,0.89,10,1.9,0.063,79
33.7602,137.1832,351.96,77,1.234,0.82,6.5,7.2,0.077,46
13.4422,124.1124,75.03,100,9.904,0.99,10.7,7.8,0.057,96
37.4522,140.8005,90.84,136,0.416,0.78,4.5,6,0.111,23
37.4415,141.5749,15.4,174,0.755,0.29,5.6,4.6,0.212,6
27.6035,139.9749,461.89,47,2.029,0.69,9.7,5.4,0.031,329
14.781,144.4887,10,101,1.24,0.51,5.6,1.9,0.164,11
18.4088,145.5777,199.46,105,3.156,1.13,11.8,8.8,0.084,41
14.6898,144.34,10,20,1.208,0.84,9.3,1.8,,
15.1722,144.6502,10,111,1.101,1.32,9.3,1.9,0.246,15
35.679,77.8343,82.09,112,4.272,0.56,8,12.3,0.139,14
27.1915,65.8998,23.93,212,7.807,0.89,9.9,8.1,0.131,16
18.779,145.6184,201.47,117,3.522,0.63,11.3,8.2,0.061,79
18.067,120.5605,36.86,113,4.751,0.95,10.1,7.6,0.064,77
38.8301,70.3882,10,81,0.178,1.14,4.5,1.9,0.218,6
36.9069,68.3142,25.83,48,0.671,1.03,2.9,4.5,0.098,10
47.8498,148.6363,360.44,137,5.625,0.68,10.3,6.2,0.108,23
17.0901,122.8495,37.6,143,5.936,0.91,8.1,7,0.145,13
31.7739,72.156,10,88,2.093,0.91,5.2,1.9,0.096,32
21.4914,145.4358,47.46,82,6.226,0.7,9.2,6.7,0.052,117
36.9032,141.0213,46.61,134,0.981,0.97,6.3,8.7,0.136,15
12.9824,144.9676,33.87,132,0.61,1.42,9,7.5,0.361,2
36.8955,68.4194,14.04,36,0.706,0.58,5.3,4.4,0.053,113
9.5512,126.5037,37.48,153,2.629,0.87,11.9,8.8,0.191,9
27.8943,128.0257,34.81,86,1.076,0.78,6.7,7.1,0.113,23
43.8114,140.6948,212.69,57,1.404,0.58,7.1,6.3,0.068,62
39.4928,73.4065,35.96,65,2.391,1.36,6.2,7.1,0.124,19
18.6522,145.6321,194.23,50,3.395,0.43,11.2,6.7,0.075,52
9.9174,125.8918,101.62,102,8.71,1.13,13,8.5,0.124,23
21.4138,144.894,35,200,6.172,1.27,12.8,2,0.106,27
29.1453,130.4252,10,59,2.356,0.76,6.5,1.9,0.066,70
41.9945,82.5737,25.25,81,3.571,0.94,8.7,7.1,0.161,11
17.683,145.634,181.9,106,2.433,0.79,10.1,10.4,0.176,9
38.6598,142.3334,31.16,98,1.449,0.61,7.3,5.5,0.073,57
26.0058,128.7038,10,78,0.912,1.16,6.3,1.9,0.069,66
37.4495,71.4964,34.37,72,0.802,1.1,6.1,6.9,0.098,31
52.2422,159.6304,53.05,164,0.984,1.02,5.3,7.5,0.097,30
37.1515,141.3125,10,17,0.828,0.94,4.9,1.7,,
37.1886,141.3679,10,146,0.82,0.93,5.5,1.9,0.099,29
36.902,140.9426,53.38,24,0.973,0.87,6.3,4.7,,
29.7448,102.2706,10,84,6.287,0.6,6.5,1.8,0.064,75
22.9682,94.7422,123.35,69,1.103,0.68,6.5,6.8,0.103,28
30.4946,83.7309,10,104,3.099,0.86,8.5,1.9,0.07,62
22.8948,96.0688,13,87,0.875,0.56,5.1,2.7,0.175,9
24.014,121.8281,54.93,96,0.266,0.84,4.2,5.1,0.102,28
36.6388,70.8618,207.12,101,0.537,0.7,3.2,5.8,0.167,10
41.932,82.5284,26.21,59,3.535,0.81,8,4.8,0.077,50
27.9089,93.8486,18.03,76,2.935,0.79,8,4,0.075,51
23.3168,94.5035,88.62,46,0.927,0.94,4.7,4.9,0.044,170
36.6919,69.4841,10,67,0.976,0.69,5.9,1.9,0.075,52
39.2661,72.3446,41.76,46,1.599,0.98,4.5,6.9,0.079,47
14.7892,144.6419,18.38,110,1.196,0.9,6.8,1.7,0.194,7
38.6079,142.5158,35,143,1.546,0.85,7.2,2,0.127,18
31.709,141.7744,10,129,2.171,0.7,8.8,1.9,0.132,17
24.0151,92.0177,32,20,1.375,0.86,6.7,1.8,0.071,19
30.5247,131.1366,32.13,102,1.143,0.68,6.5,5.5,0.08,48
41.2084,142.0005,55.03,127,0.822,0.89,5.8,5.5,0.089,12
18.791,145.4995,185.73,149,3.541,0.78,20.9,12.2,0.193,7
34.0275,136.4244,376.64,73,1.41,0.69,8.2,6,0.036,231
12.5972,123.4297,10.37,153,8.835,1.13,12.2,4.4,0.176,9
36.4405,70.7431,205.82,106,0.696,0.61,7.9,6.2,0.097,29
38.8698,142.8242,35,112,1.885,1.42,3.9,8.2,0.101,29
43.8508,86.2733,35,48,4.067,0.82,4.9,2,0.068,64
53.4138,108.6036,10,57,5.642,0.86,2.2,1.9,0.06,82
34.8833,73.8226,24.52,98,1.312,0.51,6,6.2,0.113,22
36.5673,71.474,107,72,0.91,0.72,5.1,4,0.108,24
21.1208,98.4506,64.29,98,1.075,0.47,6.1,7.7,0.273,4
13.3222,120.8538,249.57,115,8.419,0.98,13.2,9,0.122,19
10.1451,126.0402,77.03,173,13.932,0.43,14.2,9.4,0.134,15
10.0165,126.2526,54.74,94,3.002,0.67,9.1,7.3,0.069,64
26.058,128.7113,8.26,77,0.869,0.54,5.2,4.8,0.076,54
56.0498,160.558,138.19,146,3.23,1.46,12.5,13.5,0.119,20
18.6269,145.554,179.09,121,3.374,0.23,8.1,10.1,0.121,20
19.936,121.5503,43.73,151,3.447,0.6,8.7,10.9,0.176,9
13.3141,145.9761,10,63,1.111,0.97,6.7,1.9,0.054,107
37.3732,141.459,9.09,55,0.726,0.93,4.3,2.7,0.08,15
52.9299,159.6696,64.17,118,0.623,0.77,7.7,5.7,0.035,252
9.2912,122.7357,69.42,197,5.862,1.24,14.1,9.1,0.198,7
18.4974,145.5116,214.66,117,3.249,0.86,12.5,9.1,0.078,47
37.2871,71.6407,108.45,77,0.243,0.5,7.8,4.7,0.147,14
51.5943,93.0818,10,110,5.542,1.06,11.8,1.9,0.133,16
38.6072,142.2602,46.64,201,1.372,0.85,5.4,10.4,0.126,18
29.4013,139.4736,398.09,78,3.315,0.65,10.3,7.9,0.034,251
24.7983,122.0522,77.21,53,0.533,0.53,3.7,5.5,0.133,16
36.6703,71.164,209.12,114,0.654,0.47,9.2,6,0.371,2
26.1339,128.6373,7.57,77,0.771,0.74,4.6,5.6,0.125,19
16.7482,94.12,14.89,71,1.951,0.54,7.8,4,0.108,25
36.6781,140.5141,36.17,153,1.863,0.81,9.7,10.5,0.19,8
53.5105,153.8191,475.73,84,2.362,0.76,9,6.6,0.045,138
36.0937,69.819,118.41,73,1.196,1.09,6.5,6.5,0.09,39
25.2398,141.1017,203.51,118,2.088,0.91,10.5,7.4,0.057,93
36.8025,140.6817,10,123,1.068,0.73,5.1,1.9,0.05,124
36.8604,140.4421,7,33,1.044,0.91,4.6,1.7,,
28.1681,104.8434,10,144,4.575,0.38,12.6,1.9,0.158,11
10.0133,126.5579,42.29,109,3.08,0.88,9.9,5.3,0.093,34
29.4126,105.5979,10,72,3.492,0.62,9.2,1.9,0.131,17
43.707,147.5788,56.04,135,3.626,0.88,9.3,7.7,0.048,132
18.7338,145.6691,213.34,122,3.475,0.91,11.4,8,0.065,68
13.341,92.327,28.8,83,8.146,0.91,8.7,5.4,0.098,30
37.7379,69.2966,34.43,65,0.695,0.99,3.3,7.4,0.169,10
25.2414,126.4489,48.89,110,2.283,0.48,9.1,10.5,0.203,7
36.4143,141.3259,32.99,138,1.513,0.81,7.3,6.5,0.132,17
12.763,92.9305,35,181,9.051,0.24,10.6,1.9,0.178,9
46.5469,152.6606,35.24,89,6.815,1.15,7.8,7.8,0.071,59
37.5259,72.4873,71.06,128,1.575,0.62,7.8,17.9,0.269,4
34.4738,73.7599,49.03,101,0.916,0.58,5.4,8.2,0.147,13
14.0364,145.5225,92.07,87,0.775,0.85,8,7.6,0.093,34
15.5175,120.0176,80.38,117,7.33,0.95,14.6,8.5,0.129,18
29.4732,105.7319,10,72,3.364,0.73,8.3,1.8,0.053,111
22.763,94.5877,104.09,125,0.92,0.79,6.5,6.2,0.187,8
22.2367,143.2466,191.09,116,4.933,0.67,11.6,8.1,0.058,85
19.1524,121.1743,34.4,71,3.648,0.87,7.7,4.1,0.042,186
39.7735,143.1643,19.35,164,1.899,0.95,7.8,5.6,0.086,13
35.9812,139.9356,53.9,99,1.508,1.12,4.9,5.8,0.065,71
42.1937,79.4332,27.51,71,1.3,1.13,7.1,5.1,0.167,10
18.5851,145.353,418.25,172,39.604,0.14,29.2,15.4,0.195,7
36.7219,71.1207,239.4,174,0.594,0.58,6.4,5.7,0.37,2
45.6361,151.7749,35,138,6.384,0.82,9.7,2,0.074,54
47.5745,153.0922,82.38,136,6.274,0.66,10.6,7.2,0.042,168
10.0434,126.2965,10,112,3.038,0.62,10.1,1.9,0.097,31
10.0432,126.5154,10,116,3.096,0.9,9.8,1.9,0.1,29
28.0362,101.4146,10,27,6.922,1.05,7.5,1.9,0.075,54
36.8336,142.0167,36.11,169,1.422,0.61,8.2,7.8,0.103,27
13.7273,144.8943,120.92,192,0.139,0.4,15.2,5.4,0.216,6
20.7912,144.665,148.59,147,22.136,0.79,18.6,10.4,0.113,23
20.7722,144.7285,10,111,16.719,0.85,15.5,1.9,0.07,62
36.7342,142.0134,43.79,179,1.495,0.68,3.4,9.5,0.13,17
20.845,144.7826,10,50,6.66,0.77,10.3,1.7,0.051,127
35.5519,140.302,78.79,158,1.943,1.42,5.4,9.9,0.174,10
20.7654,144.5634,54.86,125,6.666,0.46,13.5,8,0.079,48
20.7444,144.7555,23.17,38,5.561,0.94,7.4,3.7,0.047,152
20.6341,144.8924,10,105,5.431,0.94,9.3,1.9,0.053,111
43.4922,142.3569,176.67,104,0.649,0.78,5.6,5.3,0.06,79
36.8641,141.8251,43.42,89,1.298,0.86,7.2,6.5,0.085,42
20.3564,144.7617,57.14,138,5.191,0.69,11.8,10.1,0.093,33
18.7454,145.4497,200.11,126,3.5,0.45,14.8,9,0.11,23
53.0727,154.108,443.52,81,2.165,0.68,8.3,8.4,0.073,52
9.9079,127.048,39.03,178,3.172,0.66,8.6,11,0.16,11
10.0018,126.3261,74.42,60,3.005,0.65,9.5,7.1,0.058,92
30.8625,141.722,24.25,134,2.77,0.62,12.6,6.4,0.121,20
36.8103,142.0296,35.24,147,1.446,0.82,7.5,7.2,0.089,38
16.7509,120.4305,102.01,112,6.066,1.39,10,8.4,0.084,41
10.119,125.9426,80.36,109,13.927,1.02,17.3,7.2,0.123,19
10.0154,126.2572,43.96,50,3.002,0.86,8.1,7.1,0.057,98
9.9231,126.2919,47.63,46,2.921,1.08,8.1,7.5,0.069,66
36.7164,142.0023,23.49,24,1.502,1.18,5.4,3.5,0.028,410
9.9566,126.2713,54.22,96,2.949,1.1,9.4,6.5,0.069,68
30.1774,130.8459,35,132,1.37,1.15,7.7,2,0.205,7
56.1974,113.4336,10,63,7.921,1.34,7.4,1.9,0.108,24
20.7674,144.5937,79.07,62,6.673,0.9,10.7,7.1,0.049,125
12.3232,91.9315,27.78,102,8.616,0.76,9,5.9,0.144,14
37.4577,141.436,34.97,109,0.657,0.58,6.6,4.3,0.113,23
18.5619,145.3394,267.79,48,3.33,0.59,11,6.5,0.031,324
30.0754,99.6857,23.9,116,7.44,0.87,10.1,8.2,0.14,14
30.1814,99.6366,18.39,89,7.399,0.94,5.6,6.8,0.11,23
14.3771,144.7757,49.85,108,0.788,0.72,6.4,11.5,0.157,14
47.3953,152.9844,95.19,167,6.467,1.05,10.2,6.1,0.033,284
11.4676,125.6699,51.18,76,4.37,0.73,8.7,5.3,0.057,99
11.4605,125.7358,70.04,179,4.365,0.69,15.3,11.2,0.112,24
53.1532,160.1723,62.64,110,0.927,0.64,8.3,6,0.057,90
27.541,127.5292,41.83,97,0.965,1.12,7.4,10.1,0.147,13
21.213,144.268,10,114,6.113,0.56,11.1,1.7,0.157,12
21.5138,145.4081,8,21,6.249,0.86,7,1,,
29.179,129.3788,35.27,87,2.501,0.75,5.7,6.2,0.047,138
36.428,71.2111,106.03,113,0.863,0.95,6.6,8,0.218,6
44.5396,146.4744,163.35,154,2.816,1.13,8.9,10.1,0.166,10
46.478,152.8525,58.32,189,6.955,1.25,12.5,6.7,0.139,16
16.0975,119.5973,56.75,106,6.829,0.89,7.3,6.8,0.041,186
39.0002,72.6409,35,121,1.658,1.17,7.1,2,0.375,2
27.5065,127.5593,40.05,97,0.921,0.81,6.6,11.1,0.244,5
16.0903,119.6652,50.18,42,6.823,0.85,8.6,6.8,0.048,138
37.1442,84.9583,10,15,7.182,0.83,7.6,1.7,,
23.8298,122.4373,20.22,192,0.823,0.9,3.6,7,0.161,11
37.0838,141.3641,32.32,155,0.907,0.77,3.8,6.8,0.149,13
10.204,125.8168,57,30,3.123,1.16,5.3,1.9,0.086,13
37.3989,141.5612,10,62,0.771,0.61,4.9,1.7,0.071,19
39.2391,74.0906,10,62,3.408,1.16,7.3,1.9,0.11,26
12.5723,143.6703,21.47,121,1.544,0.63,13.5,5.6,0.142,19
19.602,144.5799,10,232,7.776,0.97,12.5,2,0.216,6
36.5626,140.6555,58.27,183,1.308,0.8,4.2,9.3,0.17,10
26.7264,141.5412,10,123,0.682,0.85,10.8,2,0.22,6
13.4344,120.6567,74.78,130,8.476,0.5,13.7,9,0.132,17
13.832,144.9548,121.73,93,0.255,0.87,8.2,3.3,0.054,103
24.7831,142.4028,130.36,178,2.311,0.46,16.3,10.7,0.234,5
37.2195,141.5965,35.28,163,0.911,0.65,8.1,12.9,0.197,7
46.8063,152.6143,74.67,197,6.756,0.53,15.8,14.9,0.2,7
37.2182,141.5682,32.93,156,0.897,1,7.7,7.3,0.203,7
43.2855,75.0643,11.54,79,0.771,0.7,4.2,6.5,0.313,3
37.5209,112.449,25.48,73,3.829,0.62,9.7,5.7,0.108,25
19.1948,120.0293,10,122,3.736,0.53,8.4,2,0.304,3
16.3746,145.7646,129.51,25,1.127,0.81,8.8,5.3,0.046,150
16.0164,119.7357,39.76,108,6.883,0.81,9,8,0.081,45
34.0507,73.8062,36.07,85,0.599,1.15,6.6,7.6,0.084,42
25.94,128.5262,10,65,0.92,0.69,6.2,1.9,0.072,61
21.7177,120.9544,28.59,68,1.1,1.04,6.9,7,0.142,14
41.1486,72.8576,33.27,49,1.925,0.6,5.8,7.3,0.127,18
36.5432,70.8246,191.45,72,0.614,0.77,6,6.4,0.11,24
31.9693,131.0723,105.43,83,0.699,0.71,6.5,7,0.132,16
21.2282,143.8826,27.09,152,17.447,0.83,13.7,7.7,0.155,12
22.6859,145.2355,10,113,5.191,0.6,9.6,1.9,0.176,9
21.276,143.9333,10,157,16.759,0.3,13.6,1.9,0.186,8
11.5586,141.8743,59.41,111,3.552,0.53,12.9,2.7,0.097,32
22.9956,121.1609,10,154,0.192,0.28,4.1,2,,
19.0097,145.6161,214.81,147,3.751,0.85,7.9,8.9,0.083,41
37.3022,141.4909,40.33,60,0.794,1.26,6.3,8.6,0.141,15
26.7932,128.9974,29.6,141,0.649,0.73,10.7,4.8,0.201,7
10.3099,125.2754,50.97,64,3.233,0.96,10.2,8,0.087,39
22.9305,121.2784,10,90,0.214,1.4,2.6,1.9,0.064,76
36.6559,71.0743,212.1,73,0.615,1.09,8.2,8.8,0.215,6
18.5016,145.6763,220.58,149,3.244,0.65,10.4,10,0.116,20
35.8649,141.0183,36.94,173,2.008,1.36,5.6,10.8,0.233,5
22.7969,94.5033,97.7,125,0.848,0.94,6.2,9.3,0.126,18
10.2388,126.1281,73.62,86,3.195,0.89,9.5,6.5,0.046,150
50.0252,154.9198,127.01,121,3.54,0.46,11.7,7.9,0.086,39
21.3697,144.2175,10,18,5.994,0.74,8.2,1.7,,
45.365,153.9762,21.6,136,7.949,0.68,9.4,3.9,0.063,78
21.3551,144.1616,10,81,5.993,0.75,10.7,1.9,0.076,52
21.3361,143.9598,179.27,136,6.317,0.67,12.4,11.1,0.144,13
38.5817,90.0487,10,62,8.901,1.24,6.4,1.8,0.05,158
56.2567,160.6894,135.53,132,3.45,0.94,12.6,10.7,0.099,27
21.3911,144.1317,10,146,5.95,0.7,3.6,1.9,0.116,23
21.4109,144.3238,10,115,5.986,0.74,10.5,1.9,0.129,18
21.3961,144.0909,10,153,5.934,0.76,14.9,1.4,0.161,11
21.2897,144.4037,22.37,18,6.124,1.01,7.3,1.8,,
17.9131,145.4241,272.18,124,2.68,0.65,10.5,9.6,0.071,55
36.5127,84.8527,13.17,234,7.557,1.3,14.4,7.2,0.218,6
39.374,72.7749,10,64,1.947,0.78,3.7,1.6,0.104,27
14.2678,147.9632,10,99,2.315,0.83,10.1,1.9,0.173,10
12.3053,125.4829,35,118,9.887,0.63,10.6,2,0.066,71
23.0722,145.3514,22.04,131,44.071,0.42,18.3,3.3,0.175,9
22.8186,144.286,10,125,4.666,1.09,10.3,1.9,0.099,30
12.5411,143.1102,88.74,105,2.005,0.31,9.6,11,0.139,15
39.2603,74.0601,10,51,2.557,0.91,6.2,1.9,0.07,64
46.5742,149.7971,171.7,167,5.639,0.66,12,9.5,0.039,191
35.7144,144.0854,17.8,152,3.408,0.98,7.1,5.2,0.132,17
22.7854,144.363,10,128,4.725,0.92,4,1.9,0.058,90
22.7672,144.5015,10,140,4.795,0.85,12.9,1.9,0.088,38
39.4878,72.8915,52.51,53,2.058,0.72,7.4,8.5,0.127,18
36.2316,70.4468,93.88,93,0.898,0.97,7.5,11.3,0.245,5
29.4298,130.3788,41.15,126,2.073,1.26,8.4,4.2,0.14,15
12.3082,141.987,71.61,42,3.084,0.73,4.1,7.8,0.068,65
39.2679,74.3328,10,143,2.724,1.26,7.5,1.9,0.127,18
53.7492,125.5361,10,69,5.761,0.79,3.5,1.9,0.055,99
36.5628,70.9003,205.77,102,0.619,0.76,8.1,5.7,0.263,4
37.4749,71.6641,118.73,74,0.055,0.85,5.1,6.9,0.157,12
10.0743,126.6266,22.78,184,3.16,0.77,9.7,9,0.172,10
43.4904,147.1834,67.24,85,3.311,1.12,10.1,9.2,0.088,38
23.146,94.5533,89.75,122,1.012,0.81,6.5,5.1,0.114,22
21.5575,120.9941,10,124,1.256,0.87,7.4,1.7,0.162,11
39.1491,74.708,10,99,2.89,0.59,9.1,1.9,0.129,18
36.5953,144.0493,10,67,2.895,0.7,8.3,1.9,,
29.8062,139.0334,429.95,155,3.365,0.85,12.8,7.2,0.109,23
13.5072,145.0639,51.85,67,0.206,0.92,9.9,7,0.089,37
39.2339,74.5611,10,68,2.844,1.03,6.9,1.9,0.136,16
19.4423,145.2213,200.06,132,5.83,0.7,13.8,8.9,0.085,38
21.5638,120.6258,10,103,1.317,0.66,7.4,1.9,0.08,45
29.1893,129.3208,26.79,112,2.51,0.7,5.7,5.6,0.086,40
12.1562,144.0054,9.71,101,1.654,0.62,12.6,5.5,0.116,22
40.179,142.3854,52.02,126,1.177,0.6,6.5,6.1,0.046,151
28.1991,139.602,471.08,78,2.54,0.53,8,9.3,0.078,45
36.473,70.4956,140.03,73,0.654,0.93,3.6,7.6,0.187,8
22.9293,144.8023,10,224,4.779,0.67,12.7,2,0.19,11
14.3745,145.3813,99.82,145,0.925,0.73,8.4,7.3,0.07,63
43.2147,146.3215,35,169,2.625,1.03,5.5,2,0.133,16
13.5155,144.6928,138.52,131,0.185,0.69,14.4,6.1,0.235,5
53.4612,87.193,0,77,1.493,0.89,5.1,1.9,0.129,17
26.9345,143.7929,30.84,101,1.443,0.93,10.1,6.1,0.113,24
21.463,143.6671,250.82,79,5.768,0.62,10.9,7.6,0.07,58
